commit_index,sha,date,rust_code_lines,rust_total_lines,unsafe_lines,unsafe_fn,unsafe_blocks,static_mut,raw_pointer_tokens,c_type_tokens,as_casts,libc_refs,tests,subject
323,950a7a7,2026-09-15T22:42:46+02:00,58146,58833,22535,619,161,7,1344,212,7808,1,0,cargo fix
324,4753952,2026-09-15T22:50:24+02:00,58159,58846,22548,619,161,7,1344,212,7809,1,0,minor change
325,d1b42a3,2026-09-15T23:05:02+02:00,58146,58833,22542,619,161,7,1332,212,7801,1,0,wi_stuff: anims
326,472bb8d,2026-09-17T21:05:00+02:00,58146,58833,22542,619,161,7,1332,212,7801,1,0, typo fixed
327,b1ef627,2026-09-17T21:39:42+02:00,58263,58981,22555,619,163,7,1335,212,7809,1,1,Merge pull request #440 from voelklmichael/p-tick-door-thinker-id
328,30976da,2026-09-17T21:39:50+02:00,58178,58881,22489,616,163,7,1307,199,7781,1,1,Merge pull request #442 from voelklmichael/p-maputl-overrun-target-enum
329,b213f7c,2026-09-17T21:40:18+02:00,58156,58859,22459,615,163,7,1295,199,7774,1,1,w_checksum: replace raw alloc/realloc pointer array with Vec (#441)
330,66bfe89,2026-09-17T21:50:43+02:00,58197,58903,22470,615,163,7,1279,199,7762,1,1,Merge pull request #444 from voelklmichael/r-draw-column-source-enum
331,4f6045e,2026-09-17T21:50:45+02:00,58120,58826,22469,615,163,7,1270,189,7762,1,1,Merge pull request #443 from voelklmichael/sounds-musicinfo-handle
332,60170d0,2026-09-17T22:00:52+02:00,58116,58822,22465,615,163,7,1263,189,7760,1,1,Merge pull request #445 from voelklmichael/i-sound-sfxinfo-callback-ptr
333,a229773,2026-09-17T22:05:24+02:00,58307,59013,22635,615,163,7,1272,189,7760,1,1,Merge pull request #446 from voelklmichael/v-video-dest-screen-elimination
334,e14a97e,2026-09-17T22:25:54+02:00,58810,59593,22723,615,175,7,1290,189,7814,1,7,Merge pull request #448 from voelklmichael/p-thinker-payload-remaining-kinds
335,6ddbabf,2026-09-17T22:31:27+02:00,58811,59594,22164,592,177,7,1290,189,7814,1,7,Merge pull request #449 from voelklmichael/menu-routine-fn-safe
336,3f9555a,2026-09-17T22:38:58+02:00,58815,59598,21844,580,179,7,1268,186,7803,1,7,Merge pull request #447 from voelklmichael/d-loop-loop-interface-safe-fn
337,a137ed5,2026-09-17T22:50:07+02:00,58797,59580,21420,559,179,7,1257,186,7795,1,7,Merge pull request #450 from voelklmichael/r-draw-colfunc-safe-fn
338,94d11d9,2026-09-17T23:18:11+02:00,58863,59646,21436,543,187,7,1233,186,7787,1,7,Merge pull request #451 from voelklmichael/thinkerfn-safe-fn
339,7cd8ba1,2026-09-18T16:31:14+02:00,58872,59678,21436,543,187,7,1236,186,7791,1,7,Merge pull request #453 from voelklmichael/fix-thinker-mobj-reap-and-column-oob
340,94f6d93,2026-09-18T16:43:00+02:00,58870,59676,21432,536,186,7,1236,186,7791,1,7,Merge pull request #454 from voelklmichael/atexit-func-safe-fn
341,73962c5,2026-09-18T16:48:17+02:00,58872,59678,21425,534,187,7,1236,186,7791,1,7,Merge pull request #455 from voelklmichael/thinkerfn-mobj-safe-fn
342,e06b6a9,2026-09-18T16:51:30+02:00,58972,59778,21424,483,237,7,1236,186,7791,1,7,Merge pull request #456 from voelklmichael/stateaction-mobj-safe-fn
343,b41ba91,2026-09-18T16:54:03+02:00,58967,59773,21423,482,237,7,1236,186,7791,1,7,Merge pull request #457 from voelklmichael/r-plane-remove-dead-planefunc
344,fd2155b,2026-09-18T16:58:43+02:00,59009,59815,21403,460,258,7,1236,186,7791,1,7,Merge pull request #458 from voelklmichael/stateaction-weapon-safe-fn
345,38e4327,2026-09-18T17:19:17+02:00,59033,59839,21440,460,258,7,1248,186,7831,1,7,Merge pull request #459 from voelklmichael/stateaction-weapon-params
346,dc32b97,2026-09-18T22:43:54+02:00,59019,59825,20840,427,254,7,1207,186,7824,1,7,Merge pull request #460 from voelklmichael/unsafe-elim-p-saveg
347,abee2c1,2026-09-18T22:43:58+02:00,58876,59679,20554,410,249,7,1154,186,7756,1,7,Merge pull request #461 from voelklmichael/unsafe-elim-safe-callbacks
348,f2d7f7e,2026-09-18T22:44:03+02:00,58832,59635,20346,405,249,7,1142,186,7754,1,7,Merge pull request #462 from voelklmichael/unsafe-elim-p-sight
349,2491e08,2026-09-18T22:44:09+02:00,58769,59581,19834,374,257,7,1116,186,7740,1,7,Merge pull request #463 from voelklmichael/unsafe-elim-p-maputl
350,1782d40,2026-09-18T22:50:52+02:00,58813,59647,18692,324,225,7,1098,186,7745,1,7,Merge pull request #464 from voelklmichael/unsafe-elim-s-sound
351,58b6164,2026-09-18T22:52:12+02:00,58468,59314,16943,293,217,7,1023,186,7686,1,7,Merge pull request #465 from voelklmichael/unsafe-elim-sector-specials
352,011a82b,2026-09-18T22:52:30+02:00,58434,59321,10637,206,114,7,780,182,7887,1,7,Merge pull request #466 from voelklmichael/unsafe-elim-mobj-ids
353,28a9e10,2026-09-18T22:52:49+02:00,57843,58759,8933,141,82,7,552,166,7523,1,7,Merge pull request #467 from voelklmichael/unsafe-elim-ui-foundation
354,e40aac0,2026-09-18T22:53:06+02:00,56755,57666,1164,19,9,1,154,45,7073,1,7,Merge pull request #468 from voelklmichael/unsafe-elim-ui-widgets
355,2dec35d,2026-09-18T22:55:06+02:00,56755,57666,1164,19,9,1,154,45,7073,1,7,removed completed notes files
356,933c6aa,2026-09-18T23:00:22+02:00,55732,56631,198,10,5,1,119,32,6286,1,7,Merge pull request #469 from voelklmichael/replace-sha1-with-sha1-smol
357,230d40c,2026-09-18T23:00:52+02:00,55732,56631,198,10,5,1,119,32,6286,1,7,"docs: engine/src has no unsafe exceptions left (sha1.rs, mem_compat.rs removed)"
358,995bbdb,2026-09-18T23:06:32+02:00,55748,56649,198,10,5,1,123,32,6285,1,7,Build on stable Rust: drop nightly toolchain pin and feature gates
359,da3fdd6,2026-09-18T23:20:00+02:00,55940,56906,198,10,5,1,122,32,6276,1,7,Apply clippy autofixes; drop numeric discriminants from GameScreenState
360,ff0e668,2026-09-18T23:30:29+02:00,55902,56867,198,10,5,1,122,32,6266,1,7,Fix remaining clippy warnings
361,098f496,2026-09-18T23:33:32+02:00,56252,57195,198,10,5,1,122,32,6266,1,7,cargo fmt
362,4957370,2026-09-18T23:37:54+02:00,56179,57122,198,10,5,1,122,32,6266,1,7,Merge pull request #472 from voelklmichael/remove-repr-c
363,13c74ce,2026-09-18T23:50:15+02:00,56174,57117,198,10,5,1,122,32,6261,1,7,Merge pull request #473 from voelklmichael/usize-not-isize
364,bf015ab,2026-09-19T00:01:38+02:00,56271,57214,198,10,5,1,122,32,5810,1,7,Merge pull request #474 from voelklmichael/name-c2rust-unnamed-types
365,81018f0,2026-09-19T00:06:15+02:00,56258,57201,198,10,5,1,122,32,5809,1,7,Drop blanket lint allows for dead_code/unused_mut/unused_assignments and fix warnings
366,9e589bd,2026-09-19T00:23:09+02:00,54962,55904,198,10,5,1,121,29,5661,1,7,Merge pull request #475 from voelklmichael/pub-crate-visibility
367,676fc3c,2026-09-19T00:24:24+02:00,54712,55901,198,10,5,1,121,29,5661,1,7,cargo clippy --fix
368,fabff38,2026-09-19T00:25:20+02:00,54653,55675,198,10,5,1,121,29,5661,1,7,cargo fmt
369,8bc77d7,2026-09-19T00:28:01+02:00,54647,55669,198,10,5,1,121,29,5661,1,7,Merge pull request #476 from voelklmichael/clippy-cleanup
370,4e3ffdc,2026-09-19T00:43:23+02:00,54648,55672,198,10,5,1,121,29,5662,1,7,Merge pull request #477 from voelklmichael/fix-finetangent-oob
371,20d5ff2,2026-09-19T08:17:51+02:00,54811,55872,198,10,5,1,121,29,5672,1,7,Merge pull request #478 from voelklmichael/fs-crate-1-scaffold
372,62dfccd,2026-09-19T08:19:01+02:00,54858,55931,198,10,5,1,121,29,5673,1,12,Merge pull request #482 from voelklmichael/fs-crate-3-savegames
373,6ba46f0,2026-09-19T08:29:14+02:00,55012,56099,198,10,5,1,121,29,5671,1,11,Merge pull request #483 from voelklmichael/engine-no-std
374,9b5c48c,2026-09-19T10:40:19+02:00,55263,56402,198,10,5,2,122,29,5679,1,13,Merge pull request #484 from voelklmichael/idiom-regression-tests
375,d7d000a,2026-09-19T10:40:25+02:00,54856,55996,198,10,5,2,122,29,5431,1,13,Merge pull request #485 from voelklmichael/idiom-literals
376,574e0fa,2026-09-19T10:40:31+02:00,54754,55901,198,10,5,2,122,29,5404,1,13,Merge pull request #486 from voelklmichael/idiom-bool
377,0fd5827,2026-09-19T10:40:38+02:00,54769,55929,198,10,5,3,112,23,5400,1,14,Merge pull request #487 from voelklmichael/idiom-platform-savegame
378,8ea2dc7,2026-09-19T10:40:45+02:00,54106,55279,198,10,5,3,112,23,5301,1,14,Merge pull request #488 from voelklmichael/idiom-loops
379,9db3702,2026-09-19T10:40:50+02:00,53871,55042,198,10,5,3,110,23,5262,1,14,Merge pull request #489 from voelklmichael/idiom-naming
380,d8b60ce,2026-09-19T10:40:58+02:00,53763,54935,198,10,5,3,110,23,5262,1,14,Merge pull request #490 from voelklmichael/idiom-lints
381,f909f3f,2026-09-19T10:41:05+02:00,53926,55116,198,10,5,3,110,23,5242,1,14,Merge pull request #491 from voelklmichael/idiom-flags
382,e075893,2026-09-19T10:41:11+02:00,53841,55042,198,10,5,3,110,23,5194,1,14,Merge pull request #492 from voelklmichael/idiom-option-lookups
383,c971695,2026-09-19T10:41:17+02:00,54391,55592,198,10,5,3,110,23,5194,1,14,Merge pull request #493 from voelklmichael/idiom-narrow-state
384,ccd21d8,2026-09-19T10:41:23+02:00,54371,55577,198,10,5,3,110,23,5194,1,14,Merge pull request #494 from voelklmichael/idiom-outcode
385,c5133d6,2026-09-19T14:34:35+02:00,54414,55625,198,10,5,3,110,23,5195,1,14,Merge pull request #495 from voelklmichael/core-s3-bringup
386,e065303,2026-09-19T14:34:51+02:00,54570,55839,198,10,5,3,110,23,5201,1,14,Merge pull request #496 from voelklmichael/core-s3-engine
387,d78b041,2026-09-19T14:35:02+02:00,55228,56658,199,10,6,4,110,23,5209,1,26,Merge pull request #497 from voelklmichael/core-s3-wifi-input
388,b48bba9,2026-09-19T16:30:22+02:00,55590,57128,199,10,6,5,110,23,5214,1,27,Merge pull request #498 from voelklmichael/core-s3-speedup
389,60b3719,2026-09-19T16:50:07+02:00,55632,57177,199,10,6,5,110,23,5214,1,28,Merge pull request #499 from voelklmichael/core-s3-status-line
390,07c23c9,2026-09-19T17:04:24+02:00,55657,57218,199,10,6,5,110,23,5214,1,28,Merge pull request #500 from voelklmichael/core-s3-power-off
391,e44bcd8,2026-09-19T17:24:09+02:00,56036,57668,199,10,6,5,110,23,5220,1,38,Merge pull request #501 from voelklmichael/core-s3-access-point
